	deck	set_id
57967	Xhalh “Soffio di Fuoco”, Segugio della Via	496
57968	K. F. Che Divulga il Tunnel dell’Ira	496
57969	“本我”尼西米·克裡姆森的邪惡雙生	496
57970	Kamila „Feniks”, Uzdrowicielka Otchłani	496
57971	灵性边境反对者凯西皮亚	496
57972	Tigran Durandal, Matrona di Cordaluminosa	496
57973	“肉球”尼爾森市民	496
57974	“Occhio per Occhio”, Ladro di Focedolce	496
57975	Zuchwała Rozalia „Łasuch”	496
57976	Solidny Gabriel z Dworu	496
57977	郑国关内侯邓越泽	496
57978	引路人胡尔	496
57979	P. Montoya, il Sorriso Che Ospita la Scarpa	496
57980	Preston Lennon, Fotografo di Orcofangoso	496
57981	Amundsen, Fabbro Rumorosa	496
57982	同调聚集地歌唱家卡梅伦	496
57983	“虚无导师”布鲁克林·罗斯柴尔德	496
57984	Homer Crowe, Spia di Ninfasegreta	496
57985	Czworooka Astrid „Lala”	496
57986	智慧山脉卫士安卓米达	496
57987	Gabriela, Lichwiarka Czarnolasu	496
57988	军械库巫师“疾驰”沃尔夫	496
57989	耀眼的公會攝政王G·奎恩	496
57990	恶之“野火元老”德莱拉·吉夫斯	496
57991	Jordan “Ego” il Vitale	496
57992	恶之“蜘蛛”卡梅伦·沃德	496
57993	Wojewoda Amos „Natręt” Dudek	496
57994	静谧怂恿者	496
57995	城塞恶行者“条理”艾比盖尔	496
57996	Potężny Norbert z Ustki	496
57997	Julia, Pogromczyni Tytana	496
57998	Deshonroso Krylov	496
57999	村落委托人“蜂音”摩根	496
58000	蓟州中书舍人韩安珊	496
58001	“Pop”, Bandito di Motoresordo	496
58002	來自大教堂的伊索德·約翰森	496
58003	“泪眼阁下”内尔·亚波洛夫	496
58004	来自道场的约西亚·米迦顿	496
58005	高句丽右史杜运凡	496
58006	Aktywny Bob z Tawerny	496
58007	兵營惡行者悉帕	496
58008	富庶者比格斯的邪恶分身	496
58009	孤行图书馆术士E·朱利亚斯	496
58010	Sumienny Emil z Ratusza	496
58011	夜郎国小李广朱星腾	496
58012	树屋勘探者“疯王”尼西米	496
58013	Gerloc “Stegosauro”, Ladro del Disco	496
58014	Lydia Lyons, Archeologa di Pestolasso	496
58015	尖啸港口间谍U·约翰森	496
58016	“霹雳”萨迦·李	496
58017	街区宝石匠冈纳	496
58018	Oli “General Ozzie” Gambale	496
58019	Wnikliwa Studentka	496
58020	“Spada”, Pellegrino di Bacogiallo	496
58021	Lavinia l’Innocente, Atleta della Profezia	496
58022	“混血宗师”克洛伊·米勒	496
58023	笨拙的聖職者	496
58024	F. K. Che Aspetta il Caos della Pietra	496
58025	“王室伯爵”盖亚·格里芬	496
58026	Amma “Dude” Malouf’s Evil Twin	496
58027	恶之灼心迷宫使者J·卢瑟福	496
58028	Amy, Siostra z Gadziej Arki Przymierza	496
58029	Usunaar, il Perdente del Deposito Naturale	496
58030	Agata „Serce Gór”, Wyznawczyni Solaris	496
58031	Yahto, il Carismatico del Ristorante Basso	496
58032	一世龙门邹斋	496
58033	Kawaler „Zjawa” Hoffmann	496
58034	方尖塔征服者耶洗别	496
58035	Samolubny Cecyliusz z Krainy	496
58036	闪金沼泽仲裁者O·伊西卡	496
58037	Wstrząśnięty Lech z Radomska	496
58038	來自市場的盧克·菲敦	496
58039	Wkr. Hyde	496
58040	Babu “Tigress” Lieren’s Evil Twin	496
58041	Eliron “Gallo”, Capoclan della Pioggia	496
58042	都城战神“火炬”亚达	496
58043	Azuba, Pieśniarka Trzebini	496
58044	Cpl. Kneeneck Mercier	496
58045	Hekla “Fuoco Amico” la Pulita	496
58046	"""Bono"" Rhistel Dzhurov’s Evil Twin"	496
58047	Zelda, l’Azzurra della Mela Cortese	496
58048	孤高海湾游侠布伦希尔德	496
58049	Ariel, Hydraulik z Bezimiennego Muru	496
58050	学会庇护者海克提	496
58051	来自公会的伊莎贝尔·库珀	496
58052	要塞煉金術師瓦爾雷特	496
58053	Stabata “Goblin” la Fredda	496
58054	画地为牢吕琮	496
58055	诡秘者比格斯	496
58056	Blindly Armed Loudclaw’s Evil Twin	496
58057	平民区霸主“龙卷风”佩顿	496
58058	恶之怠意尖塔圣职者埃达	496
58059	来自古宅的齐拉·弗洛雷斯	496
58060	“毒蛇”莎乐美·彼得斯	496
58061	临安参赞大臣武绮烟	496
58062	Trigger‑Happy Exeon	496
58063	Agatha “Balada”, Clarividente del Calabozo	496
58064	暴虐花园女祭司米特贝	496
58065	闪耀驻地构造者H·李	496
58066	Nemanja X. la Tranquilla	496
58067	“刀疤”佩勒格林·斯文森	496
58068	The Devout Villain	496
58069	Cyril “Coniglio”, Assistente della Ciliegia	496
58070	“变幻神父”西坡拉·马可斯	496
58071	Ezen Exzen, the Grim God‑Queen	496
58072	Caeparia V. Revthwack, the Forgotten	496
58073	I. P. Sagan, Infiltratrice dell’Educazione	496
58074	Drusilla, Defensora del Orador Etéreo	496
58075	Thraslaug, il Buono del Whisky Fortunato	496
58076	“渡鸦”赫尔斯特伦阁下的邪恶分身	496
58077	纯白邦国发明家C·特恩	496
58078	离群沼泽博学者K·萨基	496
58079	Kauldron of Faramanor Bush	496
58080	O. Boligłowa, Gospodyni z Rybiego Elbląga	496
58081	“基石”耶哥蕊特·多诺万	496
58082	산꼭대기의 견습생, 쿤첼린	496
58083	The Frantically Grey Tracker	496
58084	來自駐紮地的凱勒·因格	496
58085	祭祀席尔瓦	496
58086	The Countrified Bath Philosopher	496
58087	The Harrier of Shadow and Maximization	496
58088	Ewens, Mozzo Brutto	496
58089	吴国结事中覃雅青	496
58090	Kerym “Sangue Blu” il Sorridente	496
58091	中心骑士“斑点”迪米崔	496
58092	I. Cul de Louf, el Cuatro Ojos	496
58093	The Mastermind of Shadowhood	496
58094	狂人胡尔	496
58095	“Fenice”, Ministro di Sfingeferrosa	496
58096	监狱使者扎普	496
58097	來自方尖塔的塔瑪·尼爾森	496
58098	来自星港的尼奥·希尔	496
58099	“弩箭先生”科尔宾·希尔	496
58100	Arnfinn Quinn, Erborista di Frecciamelmosa	496
58101	Nurburlio’s Misspelled Magus	496
58102	Corbin il Maledetto, Oratore della Fogna	496
58103	远景乐师	496
58104	Teodor „Klopsik”, Porucznik Ełku	496
58105	Q. N. Gunn, Detective dell’Eccellenza	496
58106	“引力”伊莱扎·汤姆森	496
58107	瘋人院教導者費莉西蒂	496
58108	X. Banin, la Triunfante	496
58109	G. F. Che Accetta la Grandezza della Rocca	496
58110	学城地方官“笑嘻嘻”迈拉	496
58111	Kaito U. il Lunare	496
58112	Geremia, l’Arguto della Giostra Lenta	496
58113	來自都城的因迪格·歐門	496
58114	Hardison, Brightpoint’s Citizen	496
58115	J. Y. Che Danza con il Satellite della Gloria	496
58116	Advik el Consumado, Usurero de la Foresta	496
58117	Rychła Tomasik	496
58118	来自边境的哈腓拉·雷耶斯	496
58119	Keturah l’Agitata, Cantante dell’Archivio	496
58120	“Mezzosangue”, Becchino di Trillorabbioso	496
58121	H. Taillepied, la Ágil	496
58122	女法师因格	496
58123	Alisa “Timidez”, Líder del Zulo	496
58124	“急性子宗師”維多利亞·伊西卡	496
58125	“Drago Rosso”, Maniscalco di Ramoveloce	496
58126	Następca Adam „Hiena” Nowicki	496
58127	“Grifone”, Signore di Sognorugginoso	496
58128	I. Y. Roberts, Guerriero del Trionfo	496
58129	Well‑meaning “Hollywood” Thuria	496
58130	공룡의 와이번 조련사, 나오컬름	496
58131	Sceptyczna Malwina „Jarzębina”	496
58132	來自墓室的迪德莉·羅斯柴爾德	496
58133	劇團手術師“修繕匠”朱庇特	496
58134	Rennir Cunningham, Atleta di Balistastrana	496
58135	Humboldt, Baronessa Ottusa	496
58136	Donatello l’Ambizioso, Re del Fiocco	496
58137	Privada Zimmer	496
58138	J. O. Oyama, Banchiere della Dolcezza	496
58139	Evil Twin of Nicolás, Bandit of the Quarter	496
58140	Diya la Profetica, Burattinaia del Cielo	496
58141	守护者格里菲斯	496
58142	Prastara Beatrycze „Tuńczyk”	496
58143	T. J. Che Abbatte la Punta della Magia	496
58144	“Leone”, Lacchè di Bestiasquillante	496
58145	锦鸡先生贺高峻	496
58146	P. O. Pembroke, Maestra della Curiosità	496
58147	钢化者潘德拉贡	496
58148	Daimos „Wilk”, Handlarz Wrzeszcza	496
58149	“Delta”, Distruttore di Colpaboscosa	496
58150	Hughes, Compagna Geometrica	496
58151	来自大教堂的贾斯提斯·李	496
58152	Tsakstress of the Bone‑White Vortex	496
58153	R. O. Che Raccoglie la Calma del Rifugio	496
58154	鳞甲海峡叙事人杰东	496
58155	Adele la Creativa, Eremita dell’Influenza	496
58156	Akeelah Dillan, Sentinella di Vicologeloso	496
58157	戲劇性的營地神農G·斯通	496
58158	陈国六曹邵昆杰	496
58159	Safiya “Joker”, Imitatrice del Diamante	496
58160	Lashul “Joker”, Infiltratore del Fiordo	496
58161	B. F. Che Riceve l’Altopiano dell’Ira	496
58162	“血手”罗宾森长官	496
58163	纯白岛屿先见者莉莉丝	496
58164	Sif la Feroce, Macellaia della Chiesa	496
58165	傾斜的陵墓無神論者佩內洛佩	496
58166	“亡魂”斯多姆小姐	496
58167	Lyra “Donna delle Nevi” la Sorridente	496
58168	Ulisse I. l’Eroico	496
58169	来自湿地的巴拿巴·沃夫	496
58170	茫然分区思考者E·欧迪兹	496
58171	Vanora Fagan, Truffatrice di Calottabella	496
58172	Yrjo, l’Influente della Palafitta Isolata	496
58173	HRH Sergei W. Sabina’s Evil Twin	496
58174	Ali-Reza “Quattro”, Cochera de la Choza	496
58175	Lyklor Angstrom, Maestro di Gruceleste	496
58176	“蛇发教授”荷马·希尔	496
58177	Anatola “Medusa” la Benevolente	496
58178	地方官弗洛雷斯	496
58179	Gavras, Principe Prezioso	496
58180	Deltrami, the Eagle of Nonesense	496
58181	Ambrose “Subjefe Neutrón” de Fry	496
58182	漆黑解答者	496
58183	Neirin S. l’Onesta	496
58184	Elie O. la Fredda	496
58185	아파트의 재벌, 슬렌에타	496
58186	“纵火犯长官”巴斯蒂安·塔波特	496
58187	女王万隼舞	496
58188	Saira “Meteora” la Lanosa	496
58189	禿頭海灣棋士齊拉	496
58190	无形者加兰德	496
58191	琅琊太宰姚昆纬	496
58192	광휘 가문의 예언자, 피티션	496
58193	Ormond, Stregone Irriverente	496
58194	"""Inside Out"" Olivia Rolorina"	496
58195	G. H. Che Sbircia l’Androne dell’Umiltà	496
58196	峡谷领航员扎普	496
58197	Aurora la Habladora de la Baronía	496
58198	來自貧民窟的沃爾夫·格拉夫斯	496
58199	T. K. Kalitta, Contabile della Bellezza	496
58200	“螳螂”宙斯·亞里斯多德	496
58201	来自密室的尤丽柯·莫雷诺	496
58202	Ivan “Triceratopo” il Grande	496
58203	Helmi la Meccanica, Scudiera dello Schermo	496
58204	精英斯塔夫	496
58205	Dida Davenport, Compagna di Magacoperta	496
58206	Bożena, Szamanka Poznania	496
58207	王国交际花巴尔德	496
58208	“搞怪”席尔瓦阁下	496
58209	Lavinia Froissart, Docente di Cubotriste	496
58210	疯人院仲裁者英格瓦	496
58211	Li-hua “Scorciatoia”, Khan della Caserma	496
58212	“剧毒”斯蒂尔爵士	496
58213	“犀牛院長”耶哥蕊特·朱利亞斯	496
58214	He that Carries the Cove	496
58215	Branwen “Remolque”, Espía de la Cuenca	496
58216	Strażnik Okulicz	496
58217	嶙峋者加兰德	496
58218	瘋人院宣判者“娃娃臉”奧森	496
58219	Dalia „Lwica”, Patronka Mgławicy	496
58220	无瑕猎手	496
58221	U. “Orso” Mills, il Robotico dell’Eminenza	496
58222	公爵陈飚	496
58223	“独狼”塞西尔·莫雷诺	496
58224	Cap. “Mate” Svidana	496
58225	學城祭祀“好運”奧利維亞	496
58226	Nesreen Yanev, Operaia di Meteoraleggera	496
58227	浮空瘋人院族長C·亞波洛夫	496
58228	碎声泽地谦卑者阿莫斯	496
58229	“地狱火士官”杰斯敏·格里菲斯	496
58230	“跟踪狂贵妇”伊芙·德拉朴脱	496
58231	Signora „Złota” Krawczyk	496
58232	“明眼”愛達·戈爾德	496
58233	恶之“地狱火”娜奥米·赫尔斯特伦	496
58234	傾斜的浪人	496
58235	Conversa Franklin	496
58236	辐射港口行刑人O·瑞德	496
58237	专家戈尔德	496
58238	Sylwia, Technokratka Matrycy	496
58239	“地獄火”斯蒂爾冠軍	496
58240	“亡魂”柯因将军	496
58241	來自尖塔的菲斯·格裡格羅夫	496
58242	圣职者亚波洛夫	496
58243	Coronel “Audiencia” Flynn	496
58244	Lodowaty Arnold z Torunia	496
58245	来自前线的内尔·肯特	496
58246	V. R. Che Bacia la Povertà della Sorgente	496
58247	恶之“下水道”马留·潘德拉贡	496
58248	Amelia “Passo Falso” la Vincente	496
58249	“獨狼”梅西爾士官的邪惡雙生	496
58250	火山口屠殺者“星塵”露辛達的邪惡雙生	496
58251	仁心者朱利亚斯	496
58252	Okropna Jowita z Mielca - Zła Bliźniaczka	496
58253	D. E. Gunn, Criminal de la Aceleración	496
58254	Mgr Tobiasz „Żbik” Górski	496
58255	宋国县尉苏曼岚	496
58256	恶之“甜嘴”昆汀·格里格罗夫	496
58257	深紫陵墓霸主維達	496
58258	Tsimafel V., Visir Che Picchia il Prestigio	496
58259	Wash, l’Elettrico del Pugnale Altruista	496
58260	洞窟君主耶哥蕊特的邪惡雙生	496
58261	O. J. Che Gioca con la Piana della Fortuna	496
58262	L. Pan, Pilota del Sito della Malinconia	496
58263	Directora Seward	496
58264	来自监狱的摩根·沃克	496
58265	山谷守備者“戲法”葉忒羅	496
58266	Iolas il Saccente, Mascalzone della Punta	496
58267	Taggart, Deejay Corrotto	496
58268	Nieokrzesany Baron - Zły Bliźniak	496
58269	“魔爪”哈雷·範迪門的邪惡雙生	496
58270	隱秘的基地助理馬格達萊納	496
58271	Julian „Złoty Ząb”, Diuk Morza	496
58272	Molina, Educatore Lineare	496
58273	Lavinia la Lenta, Sognatrice della Minaccia	496
58274	Ettore N. l’Invisibile	496
58275	“吝嗇鬼”克萊德·瑞德	496
58276	大教堂神官佩内洛佩	496
58277	血红地下城万事通N·毕夏普	496
58278	裂隙雇傭兵“琥魄”尤蘭達	496
58279	D. M. Che Cerca il Dungeon dell’Influenza	496
58280	R. K. Tosco, Cartomante dell’Ardore	496
58281	Eulalia “Matarreyes”, Política del Laberinto	496
58282	Ryota “Pesce Gatto” il Velenoso	496
58283	“Forchetta”, Nomade di Vallovetusto	496
58284	幽沉博物馆猎手欧罗拉	496
58285	“Punto Fermo”, Becchino di Urlotenue	496
58286	Ursus R., Mozzo Che Esilia l’Ombra	496
58287	“Lamia”, Colei Che Controlla la Tenerezza	496
58288	Thorfinn il Tenue, Arciduca dell’Atmosfera	496
58289	N. F. Che Ama il Caffè della Chiarezza	496
58290	“磁性”奥古斯都·马尔萨斯	496
58291	Posadero el Morado	496
58292	恶之疾影深渊刽子手卢瑟	496
58293	Berenice, la Malvagia del Pianeta Mancino	496
58294	“黑猫”卢瑟福苏丹	496
58295	楚国国师任向松	496
58296	“惹是生非”格里菲斯夫人	496
58297	来自猎场的费莉西蒂·努恩	496
58298	Zhuwu “Pugnale” il Maledetto	496
58299	Asfrid Gonzales, Novizia di Pioppofugace	496
58300	Mihangyl “Scorciatoia” il Saggio	496
58301	来自火山的塔那奎尔·霍尔特	496
58302	Deftdepth of the Lycanthropic Retreat	496
58303	Zerra, la Debole del Veliero Grigio	496
58304	“黑猫”奥莉安娜·霍尔特	496
58305	屈意剑客	496
58306	“靛蓝大汗”洛克·阿贝尔	496
58307	Guinevere la Artera de la Muralla	496
58308	The Mage of Moonhaven	496
58309	空虚中心劫掠者马格诺利亚	496
58310	邢国九卿段涵衍	496
58311	常山督邮王易槐	496
58312	The Ravenous Raider Advisor	496
58313	Probus “Super” il Radioattivo	496
58314	“蝴蝶”凯西亚·努恩	496
58315	Skalanis il Rozzo, Tenente della Rocca	496
58316	K. Daunger, el Austero	496
58317	Y. S. Cobb, the Mighty	496
58318	W. I. Che Affetta la Zona del Sapere	496
58319	猛烈的破局者	496
58320	谨行月亮精英莱拉	496
58321	山谷传教士尼西米	496
58322	来自外域的土西拉·柯因	496
58323	Tugsuu Combuhair	496
58324	“Vertigine”, Vichinga di Trecciagelosa	496
58325	Tiberius Storm, Vichingo di Ondagiovane	496
58326	卫国尚书令杜芝萱	496
58327	琅琊参知政事吴昊然	496
58328	Asfrid, la Sicura della Fogna Aggressiva	496
58329	Rajah Ghinithwack Octavian	496
58330	营地效忠者“燃油”凯勒	496
58331	Savannah “Fulmine”, Inventrice del Frutto	496
58332	“混血老师”尤拉莉亚·多诺万	496
58333	U. “Vipera” Fremont, il Tenue della Quiete	496
58334	精神錯亂的湖區術士悉帕	496
58335	扭曲纷争地猎手巴塞洛缪	496
58336	“鹰眼理事”埃达·伊万斯	496
58337	B. I. Pancevolt, Antico della Mitezza	496
58338	酒馆法外之徒罗莎琳德	496
58339	“Rouge”, sage de Trumagna	496
58340	尖啸隔离区传教士菲斯	496
58341	“異域人”波阿斯·尼姆羅德	496
58342	宏伟市集猎手该隐	496
58343	W. Y. Dufault, Illusionista dell’Amore	496
58344	Jan, Zbir Łodzi	496
58345	代理人米迦顿的邪恶分身	496
58346	Scully, Fotografa Geometrica	496
58347	隔離區奇才“霹靂”菲尼亞斯	496
58348	Ilda Hayes, Vichinga di Portonesciocco	496
58349	平民区恶棍“本我”阿拜亚	496
58350	风华正茂康柴	496
58351	신중하게 소리지르는 자, 엘리	496
58352	H. V. Che Teme la Sabbia della Danza	496
58353	“吸血鬼”乔安娜·勒鲁	496
58354	Orphea “Nemesi”, Carceriera del Rum	496
58355	“靛藍”薩爾瓦多·胡爾	496
58356	完美队长	496
58357	Le Double Maléfique de Yvon Moore, Illuminé de Standbala	496
58358	S. Fitzalan, la Pulizia Che Teme la Trattoria	496
58359	Wyatt V., Sergente Che Incorona la Noia	496
58360	Maese “Elfo Oscuro” Barth	496
58361	邪恶营地的齐亚·泰夫恩	496
58362	“硬皮”英格瓦·斯科特	496
58363	Abraham E. l’Alato	496
58364	Reflejo Oscuro de Aeronauta la Adorable	496
58365	Hallvor, il Contento della Miniera Velenosa	496
58366	钝化事务官	496
58367	덩굴의 광산에서 온 거물, 생티벤슨	496
58368	難以駕馭的要塞萬事通G·吉夫斯	496
58369	Meverel, Predicatrice Difficile	496
58370	大教堂預言者“聖人”卡裡姆	496
58371	O. G. Klug, Demolitrice del Sarcasmo	496
58372	“磁性”托雷斯元老	496
58373	Eltargrim D. il Lento	496
58374	“疾驰”伊索德·格里菲斯	496
58375	"푸석푸석한 보험 설계사 ""샴푸의 요정"" 테네란의 사악한 분신"	496
58376	V. Andretti, el Natural	496
58377	울퉁불퉁한 자, 그로그코트	496
58378	隐迹密室助理B·赫尔斯特伦	496
58379	강의실의 네온사인, 엘그라레오	496
58380	四知先生何奇文	496
58381	“Ciambella”, Drone di Sodioricco	496
58382	Gemello di Chagur “Gamma”, Banchiere della Birra	496
58383	Longinus “Gargoyle” lo Scaltro	496
58384	雍国驸马付鸿畅	496
58385	V. “Sangue Blu” Alder, la Pigra del Rumore	496
58386	Saturnin, infant du temple difforme	496
58387	Ranee O. Falataur	496
58388	F. I. Che Riceve la Linearità dell’Acciaieria	496
58389	Gemello di Min-jun il Glaciale, Deejay del Bastione	496
58390	Rebekah “Panzuda”, la Emplumada	496
58391	Ragnvald “Camaleonte” il Pacifico	496
58392	Supervisor Frampton	496
58393	Gemello di Minicia Q. l’Attenta	496
58394	Gould, Macchinista Voltaica	496
58395	傲然者菲因	496
58396	Frikko Zimmer, Cercatore di Fatapreziosa	496
58397	Fleur l’impitoyable	496
58398	Tiberius el Arrogante, Maese de la Furia	496
58399	Antina “Dragone” il Ribelle	496
58400	来自高塔的帕特尼亚·达文波特	496
58401	Pjetur il Brumoso, Truffatore dell’Emporio	496
58402	“繁盛”亞當斯大師	496
58403	V. Dumont, matriarche de Coffergrave	496
58404	“甜嘴”奎比拉·杰罗	496
58405	Mateusz, Handlarz Akademii - Zły Bliźniak	496
58406	Brynhild Zoliak, Astronauta di Cassalieta	496
58407	L. Petersen, l’Ira Che Ammalia la Capanna	496
58408	恶之神殿名媛“麋鹿”阿苏巴	496
58409	H. L. Che Ritarda la Grotta del Prestigio	496
58410	恶之贫瘠山谷族长布伦希尔德	496
58411	Kasparov l'excellente	496
58412	Czysta Skazana	496
58413	来自虫巢的阿利亚德尼·洛佩兹	496
58414	宰相斯科特	496
58415	Haruko, l’Austera della Sala Pura	496
58416	Arnkatla “Joker”, Giardiniera della Torta	496
58417	楚地祭司蒋正青	496
58418	Saturnin, viking de la pagode opulente	496
58419	恶之“幕后黑手”英格瓦·巴博萨	496
58420	纷争地诱捕者斯嘉丽	496
58421	Zap Perrin, Bagnino di Brezzaliscia	496
58422	铁化圣所智者P·菲因	496
58423	Jorildyn “Poltiglia” l’Erudita	496
58424	Ryota il Ruvido, Deejay della Gentilezza	496
58425	“牛角”維加蘇丹的邪惡雙生	496
58426	Zheng Puchot, Stalliere di Azotocerato	496
58427	Suavis W. il Ribelle	496
58428	“金牙”赫尔加·琼斯	496
58429	D. C. Fontaine, Eccellenza dell’Eroe	496
58430	嶙峋栖息地智者R·穆尔	496
58431	R. Hoffmann, Chirurg z Życzliwej Wisły	496
58432	“Capellone”, Architetto di Granchiosdraiato	496
58433	“牛角”維加蘇丹	496
58434	Sa Majesté U. Fairfax	496
58435	避難所母機“金獅”拉格納	496
58436	비행장의 세계정복, 폴	496
58437	E. K. Blaze, Ammiraglio della Fragilità	496
58438	來自火山的安卓米達·加蘭德	496
58439	“銀河”悉帕·沃德	496
58440	D. O. Che Abbatte la Fedeltà del Formicaio	496
58441	來自要塞的米麗亞姆·羅斯科	496
58442	“傳送門”米特貝·翁格	496
58443	Jothan, l’Educato del Vino Curato	496
58444	“無賴小姐”菲斯·特恩	496
58445	대변인의 콘서트장에서 온 에본토스의 사악한 분신	496
58446	琉璃漂泊者	496
58447	來自洞穴的阿瑪瑞麗斯·羅伯茨	496
58448	Quetzo, il Cremisi del Bancone Iracondo	496
58449	来自沼泽的莱姆斯·翁格	496
58450	Arandron, il Bruno del Castello Curato	496
58451	無瑕的地穴王后X·畢夏普	496
58452	狂亂的刺客	496
58453	Szeregowiec „Turbo” Frycz	496
58454	森林交際花克林姆	496
58455	Khidell “Squalo”, Lottatore della Base	496
58456	Yolande “Inutile”, valkyrie de la ruelle	496
58457	邪恶丛林的卢克·沃克	496
58458	Ojciec chrzestny Feliks „Indygo” Prus	496
58459	“利劍”塔那奎爾·烏爾	496
58460	Selene “Cruciverba”, Girovaga del Granaio	496
58461	恶之原核城堡占卜者C·洛佩兹	496
58462	“靶心”弗麗嘉·霍爾特	496
58463	C. T. Che Bacia la Tragedia della Spina	496
58464	Lyklor Z. il Maledetto	496
58465	Julie “Spectrum” la turbulente	496
58466	平民区女帝西里尔	496
58467	Olaf, Znachor z Szarej Politechniki	496
58468	마을의 향기, 피셔	496
58469	峡谷屠夫杰迪戴亚	496
58470	“繁盛沙皇”柏格希爾德·維加	496
58471	恶之“狗熊”乔桑·兰伯特	496
58472	She that Denies The Fang	496
58473	제크 지하철에서 취침하는 스타데이의 사악한 분신	496
58474	邪恶教堂的齐亚·托奇	496
58475	來自公會的柏格希爾德·努爾	496
58476	“Pixie”, Ufficiale di Voltocrudele	496
58477	"원자력 발전소의 ""1인1닭"" 하티시오"	496
58478	來自巢穴的塔瑪·湯瑪斯	496
58479	“鹰眼”弗尔门侯爵	496
58480	灰碳李	496
58481	Genowefa, Wyznawczyni Ziemi	496
58482	无形劫掠者	496
58483	邪恶聚集地的维多利亚·泰夫恩	496
58484	J. N. Che Allieta la Magia del Dojo	496
58485	猩紅修士	496
58486	W. Leniec, Murarz z Brązowego Wehikułu	496
58487	중대한 자, 디안보스	496
58488	岛屿记录者“传送门”塔奇奥	496
58489	황야의 우편, 길버트	496
58490	商會效忠者希格露恩的邪惡雙生	496
58491	“像素”欧图勒女士的邪恶分身	496
58492	電流邊境浪人利夫	496
58493	鈦中心間諜西拉	496
58494	퀴즈를 꿈꾸는 인기 스트리머, 카를	496
58495	Tępy Benedykt z Otwocka	496
58496	Yuuma, la Venale della Statua Prestigiosa	496
58497	Arnis Doe, Ladra di Vinotaccagno	496
58498	관대한 자, 베이지슨	496
58499	密室監督者莉莉絲	496
58500	보라매의 절도범, 플로이온	496
58501	地穴指导者该隐的邪恶分身	496
58502	Wincenty, Myśliwy Myśliwca	496
58503	画地为牢唐旷	496
58504	陵墓女帝柯西玛	496
58505	Ransom, il Prezioso del Ponte Pigro	496
58506	Ray “Agrodolce”, Conquistatore del Borgo	496
58507	“光譜”阿隆佐·格裡格羅夫	496
58508	铁匠潘德拉贡的邪恶分身	496
58509	超神殿歌唱家M·阿貝爾	496
58510	패배를 피신시키는 보좌관, 에피디아	496
58511	邪恶海湾的伊文捷琳·范迪门	496
58512	Zdzisława, Guślarka Sandomierza	496
58513	割喉者里贝罗的邪恶分身	496
58514	“亡魂”腓力斯·尼爾森	496
58515	Amos “Drago Bianco” il Soporifero	496
58516	远景牧师	496
58517	來自火山口的波爾·塔加特	496
58518	Cameron il Bruno, Sultano della Finestra	496
58519	红妍者潘德拉贡	496
58520	계속해서 말 많은 자, 피피	496
58521	Londor U. l’Atletico	496
58522	"갑판의 ""순둥이"" 세미카피"	496
58523	Krytyczka Kania - Zła Bliźniaczka	496
58524	Lothar Oliveira, Boss di Turbinaspinosa	496
58525	Yenta, la Creativa dell’Alloggio Forte	496
58526	Isadora, la Cieca della Banchina Magnifica	496
58527	카페의 타락천사, 식스럴	496
58528	Irena, Wezyrowa z Mechanicznego Bazaru	496
58529	Fjalar, il Magnifico della Guarnigione Mitica	496
58530	Perseo F. l’Astuto	496
58531	Cecil il Cieco, Sommelier della Miopia	496
58532	Ronnui, il Deforme del Rifugio Geloso	496
58533	“蜂音小姐”維納斯·沃克	496
58534	Hrabina Fryczewska	496
58535	自動狂人	496
58536	无饰村庄事务官索尔比约格	496
58537	港灣科學家“觸鬚”昆汀	496
58538	來自廢土的英高夫·傑克森	496
58539	推诚相见许兴腾	496
58540	商會海盜尼莫	496
58541	Bożena „Barbie”, Zdobywczyni Burzy	496
58542	Bassus, lo Strano del Cappello Glorioso	496
58543	禮拜堂預言者佩頓	496
58544	原核博物馆宣判者克林姆	496
58545	簡樸的潘德拉貢	496
58546	Gemello di Lix, Pittrice Ambidestra	496
58547	山谷总管事萨尔瓦多	496
58548	Qadira M. la Violacea	496
58549	“虛無”米迦頓冠軍	496
58550	Jarlssen, Spia Cerato	496
58551	“利爪閣下”齊拉·傑克森的邪惡雙生	496
58552	Xendra la Creativa, Agente del Colore	496
58553	Agnar „Snajper”, Prorok Butelki	496
58554	豐富的封臣	496
58555	来自飞船的菲尼亚斯·罗宾森	496
58556	Thorarna Tysoni, Deejay di Orecchinonitido	496
58557	“像素”克里姆森士官	496
58558	“堅石”派特尼亞·方丹	496
58559	驚駭的戰略家	496
58560	P. A. Yarborough, Cultista della Malinconia	496
58561	Febe la Semplice, Iniziata del Cuscino	496
58562	来自环形山的尤里西斯·休	496
58563	Bo, l’Erudito del Quartiere Azzurro	496
58564	激进墓场工程师O·萨基	496
58565	Maeva l'épicée, forgeuse de l'aqueduc	496
58566	功薄蝉翼邹斋的邪恶分身	496
58567	Percival Garand, Novizio di Tappasorda	496
58568	教堂術士“黑貓”菲奧娜	496
58569	鬥技場修士“維京人”迪德莉	496
58570	迅疾的聖殿君主Q·雷耶斯	496
58571	迷宮司令官達芙妮	496
58572	王座馬術師“黃金”漢瑞埃塔的邪惡雙生	496
58573	店家聯賽代表棋士喬桑	496
58574	P. Bacho, il Freddo Che Spera per l’Alba	496
58575	庄园追踪者“萤火虫”耶哥蕊特	496
